LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,all,G1,G2,G3,G4,weighted_density_all,weighted_density_G1,weighted_density_G2,weighted_density_G3,weighted_density_G4,local_d_index,local_q_G1,local_q_G2,local_q_G3,local_q_G4,local_p_G1_G2,local_p_G1_G3,local_p_G1_G4,local_p_G2_G1,local_p_G2_G3,local_p_G2_G4,local_p_G3_G1,local_p_G3_G2,local_p_G3_G4,local_p_G4_G1,local_p_G4_G2,local_p_G4_G3
E01003853,Richmond upon Thames 003B,NA,522339,176138,51.471,-0.23999,b2dbd09a-640f-443c-898f-f9997c647218,1075,630,236,137,72,1185.1596317457129,700.7999362395777,254.72824657033794,152.87670881722204,76.75474011857507,4.055042784126408e-5,1.3752534271992475e-4,3.410511520419375e-5,1.1737994362278924e-5,6.374697528509269e-6,4.99880031353987e-5,3.0000604575961502e-5,1.506238998369027e-5,9.382886618325113e-5,2.0468392635873763e-5,1.0276556642057061e-5,5.38079722170138e-5,1.955823581818887e-5,5.893289525660718e-6,5.820341016886273e-5,2.115589892356968e-5,1.269684160689291e-5
E01003854,Richmond upon Thames 003C,NA,521515,176188,51.4716,-0.25183,cb53c2d2-65c8-4e3a-baf2-18c1d8440460,1078,659,234,119,66,1184.7838917390134,702.4337906778219,253.87382881327915,152.54965556075,75.9266166871623,4.1037778340353066e-5,1.442369904277251e-4,3.3713350176016006e-5,1.0177190577421527e-5,5.782259440776747e-6,5.2130175829178e-5,3.1324380320081574e-5,1.5590688872965623e-5,9.328017965177928e-5,2.0257936712857365e-5,1.0082727424169028e-5,4.68621350174202e-5,1.6936926726940472e-5,5.065364750144343e-6,5.349447393925797e-5,1.933398862575589e-5,1.1617555536391109e-5
E01003855,Richmond upon Thames 003D,NA,520386,175999,51.4702,-0.26814,68943534-728f-4456-b1c6-885d1c5ec365,1455,765,298,262,130,1272.0937883510323,755.9278842563111,272.90092198091685,164.89784569057463,78.36713642322977,5.582798889596752e-5,1.6782152067013555e-4,4.2984254326005765e-5,2.2558280703291072e-5,1.094855814850593e-5,6.058600122176551e-5,3.6608528135255844e-5,1.7398077619598783e-5,1.1906517644987973e-4,2.597283616898061e-5,1.2343501437684593e-5,1.0341210543464056e-4,3.7333268827443145e-5,1.0720745646766022e-5,1.056095804261644e-4,3.812658914768355e-5,2.30376371334586e-5
E01003856,Richmond upon Thames 003E,NA,520998,175925,51.4694,-0.25936,392f8ca5-8b05-4d30-b778-0bf1be8fbee5,1233,771,261,143,58,1242.3592496566241,737.7609309125796,264.60806265916455,162.84480461533647,77.14545146954359,4.720049438862802e-5,1.6902378249584012e-4,3.7376931515606935e-5,1.2450064529806526e-5,4.923680368348245e-6,6.0622694636628745e-5,3.7308352452105827e-5,1.76743108280379e-5,1.0421163857402533e-4,2.3002470327670555e-5,1.0897099004998296e-5,5.6404447284200947e-5,2.0230227565414308e-5,5.898044160792466e-6,4.708636663436567e-5,1.6888170314693716e-5,1.0393299310570247e-5
E01003857,Richmond upon Thames 003F,NA,521546,175756,51.4677,-0.25153,45c70bfc-a373-4bf9-a4f4-ea289dc55bf8,1324,887,260,127,50,1219.4881203290993,707.158658787172,261.4623158300982,168.79444473421339,82.07270097761572,4.658952295259501e-5,1.89883790437938e-4,3.748108373190278e-5,1.1675974868469981e-5,4.6003395462192595e-6,7.020695422389266e-5,4.5324098874741655e-5,2.2037877015940504e-5,1.0137243991583639e-4,2.419698110787866e-5,1.1765266316406279e-5,4.891610467999231e-5,1.8086065767692896e-5,5.677193911867271e-6,3.963766154542982e-5,1.465548735489189e-5,9.461267267233069e-6
E01003858,Richmond upon Thames 003G,NA,521239,175767,51.4679,-0.25595,94107403-e90c-48d2-9ee8-107aa198c32e,1187,845,227,80,35,1234.2225226506616,723.32964852522,263.90461816954735,166.99124518144473,79.99701077444959,4.339395715250398e-5,1.828203312506713e-4,3.263522732314981e-5,7.18950645535937e-6,3.1013234812011015e-6,6.670144077559729e-5,4.220675154444375e-5,2.021910762080212e-5,8.944908835975258e-5,2.065063235828269e-5,9.892667471697487e-6,3.114165159840808e-5,1.1361936692355023e-5,3.444126814836549e-6,2.8042038094962047e-5,1.0231052150614054e-5,6.47391527286462e-6
E01003859,Richmond upon Thames 005E,NA,519848,175461,51.4654,-0.27607,b1922365-b13a-4d55-94d5-4a01786e691a,1143,720,277,98,48,1264.8194052267831,755.8700982175025,277.3245948633879,157.21731346964802,74.40739867624484,4.4710616443953e-5,1.5884594211276377e-4,4.083634820956198e-5,8.091085336809792e-6,3.860357895555975e-6,5.827970526417014e-5,3.303918534866799e-5,1.5636699177227014e-5,1.1130269404057378e-4,2.3150420396651197e-5,1.0956570379946414e-5,3.8900356031088864e-5,1.4272327350696444e-5,3.829327693579706e-6,3.921557739660879e-5,1.4387980341456695e-5,8.156649851601614e-6
E01003860,Richmond upon Thames 002E,NA,517648,175587,51.467,-0.30768,265e82ea-84e4-4dd8-8318-bff48e7a23b3,1366,990,236,108,32,1353.549256192197,833.0147490774924,277.43610189979887,168.3301808719454,74.76822434296028,5.8826967966079864e-5,2.2492555676166399e-4,3.252431618283068e-5,8.92114372778345e-6,2.4165273332392127e-6,7.491160241124726e-5,4.545148773697376e-5,2.018845945650464e-5,9.765576613292721e-5,1.9733639523848133e-5,8.765208825769695e-6,4.4148020666223444e-5,1.4703526886880347e-5,3.962557826407433e-6,2.6923240826257454e-5,8.966802801052842e-6,5.44047269626587e-6
E01003861,Richmond upon Thames 004C,NA,518664,175440,51.4655,-0.29311,9135a78d-8984-490e-a4b7-87acce927abf,1519,995,294,168,62,1268.1690354587622,804.2708812794423,258.33856242502117,137.8736987727963,67.68589298150258,7.17329304287896e-5,2.329556586875552e-4,4.026861439061757e-5,1.2131721131784554e-5,4.5238837748064844e-6,7.482731424812952e-5,3.993487649610286e-5,1.9605100906149562e-05,1.2536600683935378e-4,2.1491111347734914e-5,1.0550562403736392e-5,7.076904538679118e-5,2.2731611792697164e-5,5.9557869667410574e-6,5.375459833799789e-5,1.7266428490213902e-5,9.214986482061533e-6
E01003862,Richmond upon Thames 004D,NA,519441,175390,51.4649,-0.28195,b3e95416-1ec0-4fbc-b6a7-edc4c5e18107,1382,720,306,234,122,1255.9409878731592,763.2689276382123,268.5367574856182,150.6195297821561,73.51577296717286,5.7157151097252476e-5,1.615346996228102e-4,4.399093525809762e-5,1.863960763519711e-5,9.762698018421882e-6,5.6831875224303424e-5,3.187641946328777e-5,1.5558537592427537e-5,1.2503656592356243e-4,2.467406713811532e-5,1.2043146864991498e-5,9.445676368722413e-5,3.3232209676921967e-5,9.097792066461975e-6,1.0136007208553641e-4,3.566096314254805e-5,2.000187069510233e-5
E01003863,Richmond upon Thames 004E,NA,518930,175256,51.4638,-0.28934,ae3a598d-4bd7-4bf3-8cc2-fb93a1716273,1083,551,246,191,95,1251.4492851326083,778.6886685205752,261.4133679230033,141.17500931913878,70.17223936989087,4.8271203078033426e-5,1.265689514819015e-4,3.45507044885022e-5,1.4311553982778115e-5,7.282398128556437e-6,4.2490429383322695e-5,2.2946748331292736e-5,1.140587646800901e-5,1.029183866470211e-4,1.865893877922794e-5,9.274584253394614e-6,7.89392185561487e-5,2.6500664281115853e-5,7.113679656746966e-6,8.081145697048258e-5,2.7129192946334146e-5,1.4650987810797474e-5
E01003864,Richmond upon Thames 002F,NA,518672,175927,51.4699,-0.29283,e3ef9c8c-a1bd-4ee5-90cb-1a3e754737bf,1111,733,218,94,66,1269.9498096290288,794.8993993233809,261.128362038699,143.26219555486594,70.65985271208328,5.043011081301101e-5,1.693770518368905e-4,3.0139166868320266e-5,7.043390288597472e-6,5.020290371520993e-6,5.5641194534502003e-5,3.0526288412619185e-5,1.5056191444840547e-5,9.17464707881269e-5,1.6535175206705965e-5,8.155487497236326e-6,3.908069876998406e-5,1.283820174706423e-5,3.4739445284810944e-6,5.647656551184076e-5,1.85528295256374e-5,1.0178592133182586e-5
E01003865,Richmond upon Thames 004F,NA,519806,175743,51.468,-0.27657,0cb1383e-0c02-4405-8000-9e3db1403a0f,1073,567,252,182,72,1266.9733940597864,757.0900949464706,274.8243460176407,158.84016140857653,76.21879168709837,4.1959813653131723e-5,1.2508006878863515e-4,3.675322989383828e-5,1.5155597680854776e-5,5.921418990987668e-6,4.5404170962121265e-5,2.6242237810266685e-5,1.2592228812454577e-5,1.0124833084522065e-4,2.124225547415317e-5,1.0193008056595847e-5,7.223710165878306e-5,2.6222129115278596e-5,7.272350596265321e-6,5.881814139102309e-5,2.1351035166962468e-5,1.2340252678861359e-5
E01003866,Richmond upon Thames 007A,NA,516520,174502,51.4575,-0.32427,e5dc5271-a3c4-4aaf-a02e-2ca6339be0a7,1212,879,218,78,37,1270.4310405709198,739.5973257055817,268.987293197813,184.48081187602372,77.3656097915012,4.326096813086295e-5,1.889113684468544e-4,3.103447650584213e-5,7.523216549988161e-6,3.0803304704526486e-6,6.870597808657084e-5,4.712094191313992e-5,1.9761081751471708e-5,8.533122719486202e-5,2.1284520000484873e-5,8.926076659200401e-6,3.0161135917021458e-5,1.0969431646269283e-5,3.1550069086561375e-6,2.9447246449370864e-5,1.0709794153174557e-5,7.345148155194708e-6
E01003867,Richmond upon Thames 011A,NA,515356,174211,51.4551,-0.34111,a9118023-987e-4f7c-b716-dcb3625bb239,1141,616,262,175,88,1256.5161061861565,645.8008775120348,285.2671133072475,232.80665625545538,92.64145911141897,2.3484248150694753e-5,1.1687894056199167e-4,3.999375677208963e-5,2.1536455962904063e-5,8.869900134681757e-6,5.1628480452021966e-5,4.213403277453787e-5,1.676652350609099e-5,9.053971528291896e-5,3.263892804627617e-5,1.2988107671293375e-5,5.974168601125134e-5,2.6389462922679364e-5,8.570067267763094e-6,6.183181207813618e-5,2.7312726192072112e-05,2.228993165135225e-5
E01003868,Richmond upon Thames 007B,NA,516768,174116,51.454,-0.32083,7d528a08-0e4f-49b3-84d1-13e924045cb0,1156,814,212,104,26,1281.972562838909,800.6544328158955,263.48476220230856,153.97213890590714,63.861228914797955,5.2119010490721946e-5,1.8767903862688262e-4,2.9296780480597715e-5,8.296704208303603e-6,1.77064142468117e-6,6.176268416955462e-5,3.609215389410104e-5,1.4969521877382165e-5,8.902449220579346e-5,1.7120109398170494e-5,7.100708174165688e-6,4.3142824730128654e-5,1.4197731816427339e-5,3.44112727438715e-6,2.2199258136573815e-5,7.305481630335003e-6,4.269091779572514e-6
E01003869,Richmond upon Thames 011B,NA,516252,174136,51.4543,-0.32824,26242620-5116-4efc-ab7c-5136187b47cc,1253,829,251,112,61,1272.5149362417937,737.7791745777907,266.2475716135778,190.19986577239226,78.28832427803292,4.406305041493135e-5,1.7743652247044516e-4,3.531049049684707e-5,1.1119216732783894e-5,5.130535239472882e-6,6.403276868088515e-5,4.574323038639841e-5,1.8828408944833952e-5,9.784631790186145e-5,2.5224833083567352e-5,1.0382814437255085e-5,4.313108481833436e-5,1.5565018625678163e-5,4.57679000854621e-6,4.834950918961832e-5,1.744822821518518e-5,1.246452932652794e-5
E01003870,Richmond upon Thames 011C,NA,515730,173758,51.451,-0.33588,c75696d3-0290-42c8-8d9e-f45f303e55c8,1514,1006,299,149,60,1283.299459502919,734.9553814231797,276.6165492965269,194.67867759002442,77.04885119318783,5.086872297127653e-5,2.1269433690027147e-4,4.333398198545073e-5,1.5013622777269467e-5,4.924794781767272e-6,8.005217053358725e-5,5.633954561765462e-5,2.229775402382804e-5,1.1513607316589434e-4,3.0497822090152906e-5,1.2070259491329706e-5,5.66797709508236e-5,2.133267277392285e-5,5.942008655270245e-6,4.697674749477205e-5,1.7680727453162202e-5,1.2443437126827302e-5
E01003871,Richmond upon Thames 007C,NA,516584,175110,51.463,-0.32315,d4d8590d-b1cf-4711-82ba-44f06d1a7928,1245,812,269,109,55,1316.7894915119205,718.5731443476178,290.5271660003574,216.6442344791977,91.0449466847476,3.4380478940205894e-5,1.635820484761987e-4,3.9905240983672895e-5,1.1911491273072051e-5,5.198773716450548e-6,6.613805334385323e-5,4.931871994581669e-5,2.072623921343281e-5,9.869932262909961e-5,2.9757080907900656e-5,1.2505441703844089e-5,3.9508449225693376e-5,1.597370828133394e-5,5.0058155967073e-6,4.1031373098793275e-5,1.658944345090766e-5,1.2370641018999954e-5
E01003872,Richmond upon Thames 007D,NA,516893,174672,51.459,-0.31885,20da4916-5186-4dea-bcb3-2a36f494386f,1182,783,251,114,34,1288.6547721349536,785.2970754770168,271.55840114521806,162.40382923788286,69.3954662748359,4.932186598682134e-5,1.761506049287598e-4,3.556375750172677e-5,9.54274646050227e-6,2.5030651872423296e-6,6.091347864266555e-5,3.6428930727422945e-5,1.5566151645478086e-5,1.0284386209854382e-4,2.1268686131641023e-5,9.088150187619342e-6,4.614356030038137e-5,1.5956600183068244e-5,4.07763378041472e-6,2.8325334157780772e-5,9.79499694573369e-6,5.857837594609546e-6
E01003873,Richmond upon Thames 006A,NA,518258,174976,51.4614,-0.29911,34e3ac52-e7c5-4ae2-a808-f493eb2e084a,1286,900,226,112,48,1272.7849709156878,835.114973115952,254.05350898517068,122.29356569255194,61.32292312201335,6.697967446693088e-5,2.1800111982929157e-4,3.0330939343662407e-5,7.1478502825293105e-6,3.161606229195441e-6,6.631895156744889e-5,3.1923908835474454e-5,1.6007934646321226e-5,9.970270316574421e-5,1.4600383745762395e-5,7.3212209074365845e-6,4.881104547673569e-5,1.4848994186190544e-5,3.584220239887092e-6,4.305575414016714e-5,1.3098155072587227e-5,6.305050043273277e-6
E01003874,Richmond upon Thames 006B,NA,518569,174858,51.4603,-0.29467,acfe4d8f-1380-4933-aa50-267b9db03ae4,1226,864,229,90,43,1249.9170661629055,809.1487352186954,252.8452043966603,123.95810130130438,63.96502524624557,6.147224039190397e-5,2.0648375401604563e-4,3.114700320586465e-5,5.928503522647181e-6,3.0083514036537496e-6,6.452265784567528e-5,3.1632421807440306e-5,1.632300461423344e-5,9.967584044165053e-5,1.5269909460365543e-5,7.879599105555901e-6,3.8698891615235387e-5,1.2092744800168004e-5,3.059234318028331e-6,3.8055229775785856e-5,1.1891611433366213e-5,5.829897301039848e-6
E01003875,Richmond upon Thames 006C,NA,519249,174888,51.4604,-0.28488,1da25e55-68d8-4ba1-bd78-38545774b70c,1191,754,269,100,68,1232.5762968343079,759.5765308608889,263.61505363528084,138.785451334955,70.5992610031832,5.150727636238768e-5,1.7153551663628036e-4,3.868262496884806e-5,7.478921686190919e-6,5.324685816612147e-6,5.9532308570905886e-5,3.134198218230741e-5,1.594346351985768e-5,1.1145954555039122e-4,2.0365246563460576e-5,1.0359669141817392e-5,4.0932340777324525e-5,1.4205785422572753e-5,3.804479065110581e-6,5.728822544366397e-5,1.9882181728133688e-5,1.0467374782322872e-5
E01003876,Richmond upon Thames 008B,NA,517709,174888,51.4607,-0.30703,900b6ba6-d544-404f-b4b1-6498f0810b61,1538,1012,315,139,72,1302.7306177540968,861.0647821139495,261.94224679846224,121.57893290557882,58.14465593610623,8.175319806152744e-5,2.469373038604001e-4,4.258618573437814e-5,8.616429966024026e-6,4.3932550027674635e-6,7.512014605073916e-5,3.486656813930068e-5,1.6674801790758404e-5,1.3999064751341888e-4,1.9766124332315507e-5,9.453072757147432e-6,6.102458883280869e-5,1.8564129251198293e-5,4.12077441213529e-6,6.505975658168652e-5,1.9791656991625464e-5,9.186179651755162e-6
E01003877,Richmond upon Thames 008C,NA,518247,174606,51.4581,-0.29939,7a718d63-b96c-45dc-98b6-2d47cef52497,1136,831,198,66,41,1253.9872699208797,827.813924432673,251.92896396521846,113.63962771541354,60.604753807574554,6.017732348201711e-5,2.0251892178507622e-4,2.6745912864010093e-5,3.972733800583046e-6,2.7089198252663875e-6,6.163266966502555e-5,2.7801144916419902e-5,1.4826531704659937e-5,8.788445259334003e-5,1.2064494423097055e-5,6.434073474401935e-6,2.8939591094250988e-5,8.807198075277938e-6,2.118684817679221e-6,3.70017434382675e-5,1.126075632962816e-5,5.07948009213265e-6
E01003878,Richmond upon Thames 006D,NA,519268,174175,51.454,-0.28484,2a6a1acf-a4f5-4c65-ba5e-1f7cc6be68c7,1148,544,254,226,124,1196.6962181347656,745.274553848495,253.21317365851206,127.09208322146989,71.11640740628869,5.1307563204941155e-5,1.2507089497034357e-4,3.613627284881259e-5,1.5942332927021706e-5,1.0074101148598791e-5,4.2493867641413076e-5,2.1328409121272623e-5,1.1934652371330331e-5,1.063587815595508e-4,1.8137422037957407e-5,1.014908452404121e-5,9.348666540295663e-5,3.176286526783296e-5,8.920787311897947e-6,1.0557298256158339e-4,3.586929116118415e-5,1.800341929879328e-5
E01003879,Richmond upon Thames 008D,NA,518474,174163,51.4541,-0.29627,34339955-8d98-4f70-8b33-f74e30fd646f,1009,703,210,52,44,1236.7762150304325,812.0544511054584,250.763843020872,111.53446640950948,62.42345449459253,5.2654792288313136e-5,1.7040186152227681e-4,2.862861572879868e-5,3.1148000162185767e-6,3.0360441438153268e-6,5.2620394599237686e-5,2.3404441259082606e-5,1.3098965018970516e-5,9.270871969219139e-5,1.2733404229606896e-5,7.1266139075763545e-6,2.2678077000761018e-5,7.003030071804329e-6,1.7432869258394427e-6,3.949530157693318e-5,1.2196218604820967e-5,5.424620702551668e-6
