LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,all,G1,G2,G3,G4,weighted_density_all,weighted_density_G1,weighted_density_G2,weighted_density_G3,weighted_density_G4,local_d_index,local_q_G1,local_q_G2,local_q_G3,local_q_G4,local_p_G1_G2,local_p_G1_G3,local_p_G1_G4,local_p_G2_G1,local_p_G2_G3,local_p_G2_G4,local_p_G3_G1,local_p_G3_G2,local_p_G3_G4,local_p_G4_G1,local_p_G4_G2,local_p_G4_G3
E01000695,Bromley 007D,NA,543204,170524,51.4156,0.057954,08c1acd5-ed22-4cc5-af84-6a6a2b25c446,1159,641,314,145,59,1254.6732336915888,649.6315360363395,318.1224810703967,206.04275812039532,80.87645846445751,3.057423179903188e-5,1.225235238478213e-4,5.353041840731273e-5,1.58162521156389e-5,5.199268372992701e-6,5.9999376929534534e-5,3.886062081016793e-5,1.5253675564855857e-5,1.0931339343765274e-4,3.4670781564603684e-5,1.3609068577413823e-5,4.9867009401110575e-5,2.4419714675542922e-5,6.20823788694585e-6,4.1762569275913014e-5,2.045099632168194e-5,1.3245777771665712e-5
E01000696,Bromley 007E,NA,544084,169636,51.4075,0.070239,8f4b1eed-fcf4-426c-857a-fa5a6668c88a,1294,731,343,142,78,1280.3685015062583,722.0188822624742,321.75959366944915,161.2181650542038,75.37186052013111,4.672181572401819e-5,1.5217942333123712e-4,5.795593351125066e-5,1.1876164158407284e-5,6.277223445966508e-6,6.781704830554518e-5,3.397984178971944e-5,1.5886075213731466e-5,1.3005137735616382e-4,2.9038914265556002e-5,1.3576119012045914e-5,5.318764649340794e-5,2.370247640938004e-5,5.552281209507001e-6,6.013217432728767e-5,2.679722712705314e-5,1.342679401318016e-5
E01000697,Bromley 007F,NA,543377,169744,51.4086,0.060125,1fd15d13-f987-47f2-be53-9ea518912f91,1378,886,269,152,71,1313.744474912683,770.6142390390341,312.4489574363741,157.76682171149847,72.9144567257764,5.256139611890239e-5,1.918601730805262e-4,4.301577179166535e-5,1.2124315168319065e-5,5.3871593458160435e-6,7.779055721488713e-5,3.9279276434962656e-5,1.8153545027827327e-5,1.060927407724226e-4,2.1720224815984993e-5,1.0038348844444313e-5,5.922138638495916e-5,2.401157349102642e-5,5.603445921517501e-6,5.693550890012266e-5,2.3084754337184823e-5,1.1656330530435594e-5
E01000698,Bromley 010B,NA,545387,168867,51.4002,0.088646,22353bd5-0448-422b-9816-ed4ea560bd47,918,491,274,107,46,1103.9513000475445,476.91125755915147,305.58835539975934,235.88494660697862,85.56674048165503,1.1503281578222542e-5,7.830583666474363e-5,5.0997009664096664e-5,1.5185984219961632e-5,4.874293051865503e-6,5.0175690896986675e-5,3.873082844639467e-5,1.4049521997831928e-5,7.958761379779884e-5,3.936480788345016e-5,1.4279496630556656e-5,3.0702963185193216e-5,1.9673404384879382e-5,5.508682047748454e-6,2.716715882820606e-5,1.7407782382167497e-5,1.3437140994433051e-5
E01000699,Bromley 015A,NA,535011,169280,51.4065,-0.06026,45488553-5417-4f77-90b3-13077a33e4a6,1105,528,246,245,86,1186.6290552760236,519.4710481355547,277.6677796196847,278.37104054246174,111.11918697832246,4.9122409596340535e-6,8.533069355057973e-5,3.870373510168039e-5,3.817543675469196e-5,1.1009592877623683e-5,4.5610981202198666e-5,4.5726502062317754e-5,1.825294658031169e-5,7.240836465638461e-5,3.880176168762351e-5,1.548875272245737e-5,7.123957328803911e-5,3.807899248079335e-5,1.5238738506912598e-5,5.1468741872640125e-5,2.7511083296918253e-5,2.7580761780509275e-5
E01000700,Bromley 013A,NA,536024,169269,51.4061,-0.04571,c9e88ad3-198e-497b-98af-e513f8ab9bb4,1146,564,272,233,77,1176.6335417416299,591.8525308029832,280.59101487074946,224.36276731973498,79.82722874816223,2.2652807888477202e-5,1.0473127042896428e-4,4.361227095210103e-5,2.951034860705545e-5,7.141661877970671e-6,4.965198580547807e-5,3.970211570519741e-5,1.4125828050909517e-5,9.1991658923777e-5,3.487271252936876e-5,1.2407548870101497e-5,7.784613604392714e-5,3.6906028409977437e-05,1.0499644735333124e-5,5.294948506794352e-5,2.5102789933061106e-5,2.007238692023671e-5
E01000701,Bromley 015B,NA,535577,169291,51.4064,-0.05212,27323b83-bc05-4ca0-a47a-37ca9a88bdb7,1065,605,257,150,53,1172.0877624663628,546.0691709260991,276.60642611293815,253.2044753107326,96.20769011659311,1.1710435343280788e-5,1.0405618150536973e-4,4.077955847318824e-5,2.152342395286116e-5,5.947360401050701e-6,5.2708722655677545e-5,4.82493651788139e-5,1.8332851217376987e-5,8.050593762089277e-5,3.7329453446577014e-5,1.4183716480535055e-5,4.6418130086390494e-5,2.351268621934259e-5,8.178050168203928e-6,3.375686662328812e-5,1.7099237112403297e-5,1.5652576919858364e-5
E01000702,Bromley 013B,NA,535933,169564,51.4088,-0.0469,14de454a-e254-4845-b29a-8583fc26744c,1122,628,256,188,50,1193.9673562614237,590.2704609172678,279.3676241408664,236.35400772533,87.97526347795946,1.8918083079438854e-5,1.1461546588254374e-4,4.02745641078973e-5,2.471935999106432e-5,5.03659301266034e-6,5.4246066021407554e-5,4.5893918978340923e-5,1.7082551944064055e-5,8.509534915621972e-5,3.407357837389358e-5,1.2682806032905419e-5,6.17341256699227e-5,2.921798930954339e-5,9.200995697723267e-6,3.379304547102068e-5,1.5993825628768028e-5,1.353129160132498e-5
E01000703,Bromley 013C,NA,536588,169332,51.4066,-0.03758,c07b70bc-7208-4112-b2ac-b5b5f748a74f,1234,741,254,179,60,1230.5131608361105,657.3484539185247,293.3079977663411,207.2567466759141,72.59996247533056,3.289437380929563e-5,1.461344380770181e-4,4.070789268892572e-5,2.002554295370439e-5,4.839495772438635e-6,6.52049901107581e-5,4.607502768525499e-5,1.613962071029684e-5,9.123266506583248e-5,2.876493470000827e-5,1.0076068515595519e-5,6.351426388102417e-5,2.833997928723393e-5,7.014747120683311e-6,4.381868743856108e-5,1.95518395163769e-5,1.3815684129152221e-5
E01000704,Bromley 015C,NA,535190,168835,51.4024,-0.05786,a9bd2e2a-59b1-44b8-89a2-6e1f47cf8ce3,1110,529,281,219,81,1171.4002354122301,508.8124979064802,282.87225262498123,272.93682759563364,106.77865728513513,5.799670754498371e-6,8.482680674122306e-5,4.5624553153070964e-5,3.389298368015683e-5,1.009399065998539e-5,4.715912051021204e-5,4.550273356546509e-5,1.7801631372817127e-5,8.20665252256378e-5,4.402206537583823e-5,1.722236267329445e-5,6.318375515580312e-5,3.5126753418530115e-5,1.3259651768635271e-5,4.8099018400625954e-5,2.6740454961340687e-5,2.58012402343619e-5
E01000705,Bromley 015D,NA,534703,169011,51.4041,-0.06479,733cd236-14be-47cb-87fc-8b629da42054,1043,478,237,227,101,1203.6809788825615,503.5014246989362,284.52724518024087,295.02530248923307,120.62700651415126,3.757925715717527e-6,7.381458559021806e-5,3.766761037206697e-5,3.695579753548917e-5,1.3837360570601398e-5,4.171241561960613e-5,4.325145744104481e-5,1.7684225029064595e-5,6.665686962711025e-5,3.9057413067862415e-5,1.5969405948613096e-5,6.307017246659141e-5,3.5640777850215775e-5,1.5110118326924847e-5,5.775763622678762e-5,3.263867849739787e-5,3.3842931247036657e-5
E01000706,Bromley 013D,NA,535736,168806,51.4021,-0.05003,69008553-5ac4-4e17-b482-633ba54d52a9,1050,486,256,232,76,1157.278008112215,546.953174454951,281.979297723677,241.32874200571163,87.01679392787544,1.489308895336351e-5,8.479567457029085e-5,4.1939838307473656e-5,3.213425154109608e-5,7.812278215232162e-6,4.371603618383503e-5,3.741386726928935e-5,1.3490456010994261e-5,8.135039658435868e-5,3.589372872537555e-5,1.2942334053708141e-5,7.282982848649012e-5,3.754709698946594e-5,1.1586765509729017e-5,4.9104893166808217e-5,2.5315811182138443e-5,2.16662461207577e-5
E01000707,Bromley 041A,NA,536485,169049,51.404,-0.03917,0f43dae5-e6c5-4a90-a244-0878089fdbf2,1035,676,223,101,35,1195.4246419794742,626.0392539865185,290.60568333564447,208.38972636595776,70.38997829135361,2.6265373400953837e-5,1.3069261278778323e-4,3.644970558271072e-5,1.1694571931595782e-5,2.817444714863226e-6,6.066714795320553e-5,4.3503658346453646e-5,1.4694685865769134e-5,7.852202417071441e-5,2.6137631189159706e-5,8.828781169189684e-6,3.5132543314015754e-05,1.6308429051492892e-5,3.9501979236063435e-6,2.5057984534964602e-5,1.1631846840955782e-5,8.341052908858212e-6
E01000708,Bromley 041B,NA,536248,168728,51.4012,-0.0427,ca94faa2-8798-4de4-ae02-33ba96089366,1255,662,303,229,61,1168.4651515473258,577.3930695228447,291.0611866379719,224.51982956275003,75.4910658237592,2.529939648581675e-5,1.2076435742214446e-4,5.0747940473858256e-5,2.922693522314152e-5,5.387761453107166e-6,6.087675628650895e-5,4.695933217224411e-5,1.578929595198127e-5,1.0067130372353448e-4,3.9146129641886054e-5,1.3162236294656997e-5,7.51623136098925e-5,3.7888976062406884e-5,9.827071822804293e-6,4.120826867816368e-5,2.0772898418532434e-5,1.6023873421001044e-5
E01000709,Bromley 006A,NA,536796,169805,51.4108,-0.03441,f9d073f8-9a74-4383-939d-d1f9f8c23f07,1141,606,284,180,71,1310.2681799165493,708.8807035341068,308.5293319454125,214.23498671071977,78.6231577263103,3.140655343693584e-5,1.2103488661204101e-4,4.496368190556148e-5,1.9548415577247507e-5,5.824348700157739e-6,5.267855722737283e-5,3.657866153725328e-5,1.3424183974880515e-5,1.0330909629149166e-4,3.1221646690005174e-5,1.1458186591614177e-5,6.468362054274542e-5,2.815254264133543e-5,7.1741697508294354e-6,5.251338821277253e-5,2.2855637771916405e-5,1.5870378428712448e-5
E01000710,Bromley 006B,NA,537222,170423,51.4162,-0.02805,6ad71879-5cca-4d13-aa3c-654a021416b6,1921,1165,416,260,80,1410.6744989206215,682.1820624530001,323.50418677890696,288.8872226983886,116.10102699032589,2.660898094073862e-5,2.0798134799101552e-4,6.414365201900767e-5,3.536581911971887e-5,9.001149273331916e-6,9.86288566501994e-5,8.807495432838514e-5,3.539648640094943e-5,1.3526146064223756e-4,5.727988150634723e-5,2.302023954764609e-5,8.351330738022334e-5,3.9603657258457166e-5,1.421318631471743e-5,5.288861550070991e-5,2.508082444427839e-5,2.2397019923718223e-5
E01000711,Bromley 006C,NA,537072,170081,51.4132,-0.03034,48494c49-e462-406f-b99a-19bf5f91b2dd,1575,867,376,244,88,1392.7298671282676,734.0409981341118,323.86920703959805,241.8241558343048,92.99550612025278,3.745647062397726e-5,1.6869317358393448e-4,5.878924406159045e-5,2.814047817489396e-5,8.032976132641567e-6,7.442979956228577e-5,5.557466735596638e-5,2.1371704164136406e-5,1.332442679098033e-4,4.389629828436521e-5,1.6880689448398926e-5,8.541853321561386e-5,3.768785761196957e-5,1.0821656758447602e-5,6.340665333620409e-5,2.7975906780726165e-5,2.0888833806670458e-5
E01000712,Bromley 012A,NA,537800,170068,51.4129,-0.01988,b1be5c70-62cf-484b-a893-e5c2f4c4b0ce,1479,819,383,196,81,1419.62477400103,742.1865715448885,337.4045285474208,242.2921764707425,97.74149743797801,3.5462348305031315e-5,1.580696194087402e-4,6.120450272453769e-5,2.2219319205701986e-5,7.624110265319946e-6,7.185983613697131e-5,5.160297098979403e-5,2.081681600396229e-5,1.3463115102751235e-4,4.395131339457857e-5,1.7730111009468393e-5,6.806195967013725e-5,3.094156414971907e-5,8.963349798791302e-6,5.7892629100435225e-5,2.6318497230883466e-5,1.889946765967528e-5
E01000713,Bromley 012B,NA,538467,169855,51.4108,-0.01038,0c86c9c0-d829-41f9-b94d-ed2a032ef2b6,1481,910,337,173,61,1341.0959031529487,704.5960777550599,326.56457526646835,219.97722997079362,89.95802016062682,3.827259436221942e-5,1.7650083363801705e-4,5.517551547232679e-5,1.8848328901319096e-5,5.593821697093952e-6,8.180420185536962e-5,5.510414505134966e-5,2.2534422276894595e-5,1.1904675134525196e-4,3.716679020040474e-5,1.5199077025370794e-5,6.0371969489160395e-5,2.7981062053373414e-5,7.707881181720979e-6,4.3813601281974774e-5,2.030662750654197e-5,1.3678751485193618e-5
E01000714,Bromley 006D,NA,537274,169592,51.4087,-0.02762,8601a3c7-f054-4b70-92da-7e36ed2f949c,1710,932,375,296,107,1368.9747378849816,750.0854789325228,328.02819491619124,211.21805921697995,79.64300481928758,5.125295380660914e-5,1.8851947403865685e-4,6.041632019107723e-5,3.0334453842607133e-5,8.51010094962625e-6,8.244354078612077e-5,5.3085572977253965e-5,2.001672849440801e-5,1.3815094302318458e-4,3.890219832795567e-5,1.4668669811663442e-5,1.0772484806952208e-4,4.711034735688457e-5,1.1438070506534599e-5,8.014894918955448e-5,3.5050825359924365e-5,2.2569301728371343e-5
E01000715,Bromley 012C,NA,538072,169441,51.4072,-0.01622,4c010f4a-cc0f-45d9-9196-65d14ea37f24,1463,791,370,213,89,1379.1838628511043,760.2245920634896,336.61632006324714,201.40508841602582,80.93786230834188,4.636168770421057e-5,1.6096120470969905e-4,6.071863322984772e-5,2.0660305083504926e-5,7.140330277986109e-6,7.12712650550522e-5,4.264319518803407e-5,1.713685134601702e-5,1.371288182615169e-4,3.632931906527882e-5,1.4599519045852406e-5,7.798448454078387e-5,3.453038810135667e-5,8.302674680407927e-6,6.706693898216669e-5,2.969625875533093e-5,1.776793715503406e-5
E01000716,Bromley 011C,NA,538481,169179,51.4047,-0.01044,3cf709c2-33f8-45ba-a643-3eb2c535320b,1324,779,307,160,78,1341.3121597501658,744.8026277104583,331.7445935853816,188.33334240330757,76.43159605101809,4.410574049993901e-5,1.5968855068513042e-4,5.105280749797096e-5,1.4921970951884195e-5,6.076260727743439e-6,7.112731799849601e-5,4.037939364757736e-5,1.638722843588463e-5,1.1461909526702986e-4,2.8982976847491258e-5,1.1762203922551725e-5,5.901197862130274e-5,2.6284688232872108e-5,6.055805315858976e-6,5.921131038080544e-5,2.637347314189983e-5,1.4972374663038753e-5
E01000717,Bromley 011D,NA,538932,169188,51.4047,-0.00396,d447dc14-8c4a-49fe-8241-a845baafc527,1372,749,348,212,63,1320.6022118427677,726.0625788392945,326.7954113817584,191.2721524369971,76.47206918471787,4.4077856974647636e-5,1.5202283751330155e-4,5.790158277876969e-5,2.0395034345736277e-5,4.987352926624453e-6,6.8424357861828e-5,4.004852501451541e-5,1.601170654815897e-5,1.2864370504309068e-4,3.388958345766553e-5,1.3549314616875631e-5,7.741885603268295e-5,3.484565606776113e-5,8.154090690361071e-6,4.735232570652472e-5,2.1312932535215902e-5,1.2474381030990213e-5
E01000718,Bromley 006E,NA,537317,170953,51.421,-0.02648,d3a7e1ce-4380-457b-826b-051dfe9b45c8,1507,657,345,366,139,1387.331158829956,603.9790342642563,317.56555321439527,328.60564158501614,137.18092976628841,5.714297762727447e-6,1.0559225767013184e-4,5.309817622663296e-5,5.758174414534371e-5,1.8790015271383646e-5,5.551925119887701e-5,5.744936431505776e-5,2.3983024677264742e-5,1.009876067285667e-4,5.494412126672699e-5,2.2937176623643812e-5,1.058355725495311e-4,5.564718349436777e-5,2.4038288452144978e-5,8.272851989526193e-5,4.349774859180362e-5,4.500993712584262e-5
E01000719,Bromley 019A,NA,547383,168491,51.3963,0.117164,220c700c-84fc-4c8e-8666-3a06555df554,1488,508,369,468,143,1252.45551732809,403.8239940313431,317.7238758340008,390.75287464110653,140.15477282163977,3.311802201135068e-5,6.0467011548942225e-5,6.293919295276573e-5,9.698276901692929e-5,2.187662640291804e-5,4.757471956443003e-5,5.8509793704512486e-5,2.0986222691333424e-5,7.999510962964062e-5,7.740579932599647e-5,2.7763819343816022e-5,1.002269507872626e-4,7.885736295471611e-5,3.478566337270234e-5,6.303250665034711e-5,4.959322034471858e-5,6.0992247943410007e-5
E01000720,Bromley 019B,NA,548983,167501,51.387,0.13973,b648dc96-f545-47b3-89a0-ec1b2d3204b4,1236,386,321,375,154,1200.5608483808853,376.26731429487427,312.0996664749998,367.42636796171007,144.7674996493012,2.948514636636847e-5,4.466060530313394e-5,5.6107565182598764e-5,7.623006083488977e-5,2.538670574546495e-5,3.704430198993129e-5,4.361123960037134e-5,1.718300771002446e-5,6.764327274464462e-5,6.605389593349188e-5,2.6025506578186787e-5,7.806429467214484e-5,6.47514131713524e-5,3.00349573886084e-5,6.598295620757763e-5,5.4730394703593404e-5,6.443259094178801e-5
E01000721,Bromley 019C,NA,547718,168011,51.3919,0.121776,a5b6e979-131a-4400-b326-506434133116,1099,355,242,347,155,1219.6645086350684,396.3486053393978,310.5089305470986,376.0202312188088,136.7867415297631,2.3781586610612023e-5,4.2588297996564646e-5,4.142441053898823e-5,7.105737436490788e-5,2.376479362271732e-5,3.336468625494602e-5,4.040398135416862e-5,1.4697956374187721e-5,5.287611958601701e-5,5.0164149551281755e-5,1.824846109075082e-5,7.489887216260497e-5,5.867755905052141e-5,2.5848892942625485e-5,6.886005692659282e-5,5.3946607470409304e-5,6.532828469298004e-5
E01000722,Bromley 023A,NA,546819,167859,51.3908,0.108801,9fa5e768-af82-424c-b033-87da6c0e5af2,1402,511,352,390,149,1228.6691942098203,438.9497773373634,317.9933938370669,349.8247700542671,121.90125298112288,2.432600385871464e-5,6.739470036518825e-5,6.125380249339958e-5,7.375458948368069e-5,2.020962242385962e-5,4.882351148634291e-5,5.3710781450079565e-5,1.8716260590535866e-5,8.455314948876292e-5,6.738535387053453e-5,2.348135344481253e-5,9.254507800133228e-5,6.704348642132176e-5,2.5700801203340507e-5,7.277209254279851e-5,5.2719117035851924e-5,5.7996340024536554e-5
E01000723,Bromley 029A,NA,547916,166507,51.3783,0.123994,a37d1267-d4a8-4238-bf47-d6deda5fce41,1027,371,299,297,60,1140.6024988797772,400.9198544377747,304.98867940715263,327.6590529726027,107.03491206224709,2.0352434822874773e-5,4.8141779354237916e-5,5.375611213620742e-5,5.666999281381577e-5,7.697347962024428e-6,3.6622525791718794e-5,3.934474598107945e-5,1.2852571561782588e-5,7.066456595924242e-5,5.7751903540409514e-5,1.8865555096968353e-5,6.934075241865667e-5,5.2749057636273154e-5,1.8512132176314773e-5,2.8831897602690918e-5,2.1933067862099967e-5,2.3563393429713522e-5
E01000724,Bromley 019D,NA,547671,167510,51.3874,0.120893,27383ca8-6d22-4a40-84ad-f84f58937bee,1134,291,322,385,136,1193.110675550423,397.64641932702335,309.45187852579176,358.1794063325418,127.8329713650661,2.37068545465196e-5,3.580422821459111e-5,5.6153331261279816e-5,7.676963317624097e-5,1.9920479673991027e-5,2.7863159685739476e-5,3.225060401097284e-5,1.1510127232756587e-5,7.215716774998043e-5,6.499545890810749e-5,2.3196650869831355e-5,8.522871277875525e-5,6.632572051914016e-5,2.7398812287978915e-5,6.196607439419966e-5,4.8222534377668194e-5,5.581584709560649e-5
E01000725,Bromley 023B,NA,546896,167311,51.3858,0.10968,3aa4e880-a637-4d0b-a678-e94ed76e8c7a,1335,458,323,406,148,1225.66686359747,466.366043396702,319.22196304749616,328.17982785731,111.89902929596178,1.863001495093049e-5,6.433464927376722e-5,5.6562696264608196e-5,7.220617287518786e-5,1.8472017051569665e-5,4.403629578938889e-5,4.527202274451581e-5,1.5436339986072006e-5,8.26350436822854e-5,5.8149933500980734e-5,1.9827303691601758e-5,1.0260992387155812e-4,7.023526217274453e-5,2.462004050237652e-5,7.69865615465875e-5,5.269637799138344e-5,5.4175120323230534e-5
E01000726,Bromley 029B,NA,547298,167169,51.3845,0.115395,505c1209-ee93-4947-9bdd-ef54a3f1b527,1058,412,300,263,83,1188.947411022374,419.3264459553193,312.1785974282312,340.41127544946636,117.03109218935691,1.9611629337621657e-5,5.364284547877892e-5,5.29625633393122e-5,5.001564744368351e-5,1.1169029452415991e-5,3.9935826669536837e-5,4.354752633492501e-5,1.4971344772266844e-5,7.114069842300113e-5,5.775236959206735e-5,1.9854873728724025e-5,6.161042596788912e-5,4.586750144459262e-5,1.71950410254875e-5,4.001901834321093e-5,2.979321036710722e-5,3.248763632213074e-5
E01000727,Bromley 028A,NA,546159,167008,51.3833,0.098971,85aa3626-4f93-4381-88d4-7255fc865e61,1316,570,357,313,76,1238.6122746921146,543.3421163897167,321.4381880383198,280.49368122637384,93.338289037704385,1.3390224893418457e-5,9.230767861666697e-5,6.229275948456585e-5,4.708048146470166e-5,7.829549598319423e-6,5.460871164142015e-5,4.765270314896571e-5,1.585711934935337e-5,1.0529638678172449e-4,5.4357963900331603e-5,1.8088390882272724e-5,9.119923246696138e-5,5.395296103576701e-5,1.5666704389822155e-5,4.557748050653318e-5,2.6963385144367837e-5,2.3528813435716096e-5
E01000728,Bromley 019E,NA,548176,169619,51.4062,0.129024,ac94bfdf-7f38-4ef7-ac64-3d49db70856a,1272,404,359,385,124,1272.5255345764378,404.21803585999584,341.6317414640065,391.5645156223319,135.1112416301037,3.127103746415229e-5,4.737568801277212e-5,6.480274755727244e-5,7.868761956856533e-5,1.7998876445990944e-5,4.004036772981751e-5,4.589265367520859e-5,1.5835483483233528e-5,7.667448938930515e-5,7.42742941552257e-5,2.5628706647645376e-5,8.123043268604603e-5,6.865328044892189e-5,2.715154605858203e-5,5.384800255631857e-5,4.551055434360938e-5,5.216236082424071e-5
E01000729,Bromley 014A,NA,546738,169488,51.4054,0.10831,405788d8-5b16-48f8-93fa-fd9d8684b6c7,1350,387,324,467,172,1209.8171509837264,383.44589947688144,316.08276375940386,371.03762733586575,139.25086041157527,3.114702013139396e-5,4.5281448297759336e-5,5.6915866157180227e-5,9.513141421766723e-5,2.7064831551507523e-5,3.7326479027446895e-5,4.3816145019814634e-5,1.644425105274966e-5,6.904569940345717e-5,6.681138726311698e-5,2.507439266599873e-5,9.831280712719008e-5,8.104137723757564e-5,3.570293227966536e-5,7.452663953231427e-5,6.143392387090843e-5,7.211496470065243e-5
E01000730,Bromley 014B,NA,546784,168612,51.3976,0.108609,cb96f153-a035-4718-b259-203bbb43c795,1229,325,319,427,158,1213.0244430548087,402.89767377039266,313.24945464056464,366.14345236669635,130.73386227715503,2.5831713755470994e-5,3.985047953892485e-5,5.538838682026031e-5,8.560880804440501e-5,2.3279538030099784e-5,3.098340297156246e-5,3.6215131301963285e-5,1.2930844338131877e-5,7.123987567475158e-5,6.474103903760138e-5,2.3116202205754775e-5,9.420239360392326e-5,7.324154579031293e-5,3.0567172642977585e-5,7.174324658819144e-5,5.577975334923863e-5,6.519849008799607e-5
E01000731,Bromley 023C,NA,546043,168452,51.3963,0.097899,58eb3dd1-87d1-4ee9-865d-cf95087392c0,993,317,269,323,84,1158.2482150817605,428.9727734525761,308.3461544276504,311.6248040055157,109.30448319601835,1.5411273365307338e-5,4.334233799205266e-5,4.815001635545571e-5,5.772205128945019e-5,1.083713174084307e-5,3.115452558023558e-5,3.148579214761612e-5,1.1043852076202245e-5,6.698655313579787e-5,4.866199624731153e-5,1.7068520485952155e-5,7.945833615532422e-5,5.7114749249750136e-5,2.0246395357847523e-5,4.2531050174799594e-5,3.0571370904542305e-5,3.089643677895541e-5
E01000732,Bromley 023D,NA,545772,167773,51.3903,0.093728,fef5e25f-8471-45d7-ac8c-5e24e293dfc1,1157,486,339,244,88,1161.068185779311,505.0221344176438,310.5061465245305,258.61993016461054,86.919974672526,1.2851695485086184e-5,7.803940334131982e-5,6.095641774342552e-5,3.6099646280497266e-5,9.006234884701553e-6,4.7981489834161636e-5,3.996368409771406e-5,1.3431456761213944e-5,9.914245028578292e-5,5.077047484032368e-5,1.7063527874376178e-5,7.049387262882119e-5,4.334222057179128e-5,1.2132786279815268e-5,5.232799459128559e-5,3.217317192370748e-5,2.6796968656547652e-5
E01000733,Bromley 023E,NA,546224,167894,51.3913,0.10027,849a02c3-7fbb-4377-9ac5-760a3e45bf6c,1243,495,329,320,99,1194.9080817544454,455.8896985889091,314.4479433721678,316.34537614100714,108.22506365236131,1.7262809462210973e-5,6.971969242097737e-5,5.82126567265942e-5,5.6271154571516316e-5,1.2258216212632806e-5,4.80888556205025e-5,4.837903201501728e-5,1.6550973126697658e-5,8.439727811396976e-5,5.856392187162809e-5,2.0035330528946126e-5,8.109313943448877e-5,5.593364139548423e-5,1.9250950842346737e-5,5.163678639511632e-5,3.5616249576487534e-5,3.5831164129035906e-5
E01000734,Bromley 028B,NA,546160,167464,51.3874,0.099173,0030fca6-0762-45c3-8307-923e77a60256,995,422,275,229,69,1192.5756896987073,545.0929955473779,313.5709516458792,250.59950712910663,83.31223537634357,1.4935361933454561e-5,7.120690069535407e-5,4.8617187110534476e-5,3.196234228030322e-5,6.589776073675335e-6,4.096258032516778e-5,3.273645848361665e-5,1.0883291694463965e-5,8.451321150148021e-5,3.8853864058372536e-5,1.2917033655792122e-5,6.952307727127811e-5,3.999394172991137e-5,1.062593543675248e-5,4.3115405123388195e-5,2.4802627671929705e-5,1.982175401601492e-5
E01000735,Bromley 014C,NA,546778,170163,51.4115,0.109164,bca9bef3-07db-4d01-b83e-cd0e2f1748c1,1089,342,294,325,128,1226.335285024508,404.98424593170904,319.931763556596,362.070254991834,139.349020544369,2.1935608225107533e-5,4.169461751842952e-5,5.157066459641413e-5,6.373468443337045e-5,1.988398363720618e-5,3.293815166266561e-5,3.7276464327529456e-5,1.434649414521912e-5,6.528050382243852e-5,5.836308178015246e-5,2.2462044782437533e-5,7.12887699530195e-5,5.6317108929456854e-5,2.452939927554922e-5,5.778799225121494e-5,4.5651687587975205e-5,5.166451115086521e-5
E01000736,Bromley 010C,NA,545667,169525,51.4061,0.092938,fad619da-7ed4-402f-8e7e-ce459c381f34,1197,371,361,344,121,1154.0979394806418,408.47124602938436,314.6003488191867,311.2662256939132,119.76011893815766,2.044275222476159e-5,4.847498878915258e-5,6.61654085124375e-5,6.162495736567338e-5,1.7165389187549446e-5,3.733493735560643e-5,3.693926303901656e-5,1.4212433505043213e-5,8.590793672212957e-5,6.546418990463082e-5,2.5187439310804858e-5,8.086975406839501e-5,6.228505209644232e-5,2.3710289181613123e-5,5.854676809095616e-5,4.509211809324232e-5,4.461423345558526e-5
E01000737,Bromley 010D,NA,546128,169502,51.4057,0.099552,2e6a1ba3-1879-4865-b85d-0e7e3d8ff971,1037,364,283,262,128,1170.958921868516,388.6429321248852,311.74454710992035,341.580608666372,128.99083396733832,2.1304101861973176e-5,4.46000638932258e-5,5.065833404588717e-5,5.076468488667475e-5,1.9276398307443983e-5,3.5775323748842495e-5,3.919926418811533e-5,1.4802789298468754e-5,6.315428341145466e-5,5.550667922771146e-5,2.0960946443342147e-5,5.775894615265799e-5,4.633053896402944e-5,1.9170230608778605e-5,5.8078824119465394e-5,4.658712464628436e-5,5.104582755406777e-5
E01000738,Bromley 014D,NA,547064,169202,51.4028,0.112876,3bd36e73-daba-42a0-9a85-74c35395a8e1,1297,444,367,365,121,1235.32734393784,387.2959559514394,320.8198603708952,385.3177112152704,141.89381640023507,3.09094978032549e-5,5.1388845490808296e-5,6.408442873185891e-5,7.562034197686071e-5,1.900052130791929e-5,4.2568382090335516e-5,5.112635962818096e-5,1.8827357464086375e-5,7.736316591689041e-5,7.696800745113136e-5,2.8343582451784116e-5,7.600858144550909e-5,6.296234729958174e-5,2.7847302649924032e-5,5.1861492277926394e-5,4.295990302908499e-5,5.1596592212402495e-5
E01000739,Bromley 014E,NA,546566,168991,51.401,0.105634,90ac6496-9a54-4598-a251-24307ac7509f,1167,295,260,436,176,1206.6155941760849,387.57140027247874,312.64541486803205,370.886620588796,135.51215844677802,2.618481726482217e-5,3.4980804023432956e-5,4.529640552972323e-5,8.901589803665063e-5,2.702220149580169e-5,2.821825340733255e-5,3.3474895672407225e-5,1.223084121812521e-5,5.6151763255108386e-5,5.3734454346083804e-5,1.963314794110866e-5,9.30203850271192e-5,7.503752043505178e-5,3.2524054008405064e-5,7.728481777733753e-5,6.234398074782747e-5,7.395774009151787e-5
